SEX,FIRST NAME,NUMBER OF OCCURRENCES
GIRL,LILIA,1
GIRL,LILIAN,3
GIRL,LILIANA,18
GIRL,LILIANE,1
GIRL,LILIANNA,2
GIRL,LILIANNE,1
GIRL,LILITH,2
GIRL,LILLABEE,1
GIRL,LILLIAN,41
GIRL,LILLIANA,3
GIRL,LILLIANNA,5
GIRL,LILLIE,3
GIRL,LILLIJEAN,1
GIRL,LILLITH,1
GIRL,LILLY,9
GIRL,LILLYANA,1
GIRL,LILLYPEARL,1
GIRL,LILOU,2
GIRL,LILT,1
GIRL,LILURA,1
GIRL,LILY,25
GIRL,LILYANA,4
GIRL,LILYANNA,2
GIRL,LILYBETH,1
GIRL,LINA,2
GIRL,LINCOLN,5
GIRL,LINDA,1
GIRL,LINDSAY,2
GIRL,LINDSEY,2
GIRL,LINEN,1
GIRL,LINLEY,1
GIRL,LINNIE,1
GIRL,LISA,2
GIRL,LISANNA,1
GIRL,LISETTE,1
GIRL,LITZY,1
GIRL,LIV,3
GIRL,LIVI,1
GIRL,LIVIA,2
GIRL,LIVIYA,1
GIRL,LIYANA,2
GIRL,LIZ,1
GIRL,LIZABETH,2
GIRL,LIZANN,1
GIRL,LIZBETH,5
GIRL,LIZZET,1
GIRL,LLUVIA,1
GIRL,LOA,1
GIRL,LOAH,1
GIRL,LOCHLAN,1
GIRL,LOGAN,8
GIRL,LOGANN,1
GIRL,LOIS,3
GIRL,LOLA,12
GIRL,LONA,1
GIRL,LONDON,7
GIRL,LONDYN,6
GIRL,LONNI,1
GIRL,L'OREAL,1
GIRL,LORELAI,10
GIRL,LORELEI,5
GIRL,LOREN,2
GIRL,LORENA,2
GIRL,LORENZA,1
GIRL,LORETTA,1
GIRL,LORRAINE,4
GIRL,LORYANA,1
GIRL,LOTTIE,1
GIRL,LOTUS,1
GIRL,LOU,1
GIRL,LOUISA,4
GIRL,LOUISE,1
GIRL,LOULA-AN,1
GIRL,LOUNA,1
GIRL,LOURDES,2
GIRL,LOVE,3
GIRL,LOVELEE,1
GIRL,LOVELLE,1
GIRL,LOXLEY,1
GIRL,LOYALTY,1
GIRL,LUANA,1
GIRL,LUCCIA,1
GIRL,LUCIA,10
GIRL,LUCIANA,7
GIRL,LUCIANNA,1
GIRL,LUCILE,1
GIRL,LUCILLE,10
GIRL,LUCINDA,5
GIRL,LUCY,24
GIRL,LUELLA,1
GIRL,LUISA,3
GIRL,LULA,1
GIRL,LUNA,36
GIRL,LUNAH,1
GIRL,LUPITA,2
GIRL,LUTHIEN,1
GIRL,LUVV,1
GIRL,LUZ,2
GIRL,LUZIA,1
GIRL,LY,1
GIRL,LYANNA,2
GIRL,LYDIA,9
GIRL,LYLA,14
GIRL,LYLY,1
GIRL,LYNDSIE,1
GIRL,LYNETTE,1
GIRL,LYNNLEIGH,1
GIRL,LYRA,3
GIRL,LYRIC,3
GIRL,LYRICAH,1
GIRL,LYRICAL,1
GIRL,LYRIK,1
GIRL,MAAIRA,1
GIRL,MABEL,12
GIRL,MABRY,3
GIRL,MACI,3
GIRL,MACKENZIE,9
GIRL,MACLAINE,1
GIRL,MACY,2
GIRL,MACYN,1
GIRL,MADALYN,2
GIRL,MADDELYN,1
GIRL,MADDISON,2
GIRL,MADDYN,1
GIRL,MADELEINE,6
GIRL,MADELEYN,1
GIRL,MADELIN,1
GIRL,MADELINE,20
GIRL,MADELLINE,1
GIRL,MADELYN,12
GIRL,MADELYNN,4
GIRL,MADILYN,2
GIRL,MADILYNN,3
GIRL,MADISON,40
GIRL,MADISYN,1
GIRL,MAE,4
GIRL,MAEKENZIE,1
GIRL,MAELEEN,1
GIRL,MAEVE,10
GIRL,MAEVIS,1
GIRL,MAGALY,1
GIRL,MAGDALENA,4
GIRL,MAGDALENE,1
GIRL,MAGGIE,8
GIRL,MAGNOLIA,6
GIRL,MAHATHI,1
GIRL,MAHAYLA,2
GIRL,MAHDIYYAH,1
GIRL,MAHIN,1
GIRL,MAHIRA,1
GIRL,MAIA,5
GIRL,MAILA,1
GIRL,MAILAH,1
GIRL,MAILIN,1
GIRL,MAILYN,2
GIRL,MAIRA,1
GIRL,MAISIE,4
GIRL,MAISY,1
GIRL,MAISYN,2
GIRL,MAITE,5
GIRL,MAITREYI,1
GIRL,MAITRI,1
GIRL,MAIYA,1
GIRL,MAJA,1
GIRL,MAKAYLA,6
GIRL,MAKAYLAH,2
GIRL,MA'KAYLAH,1
GIRL,MAKENNA,5
GIRL,MAKENZI,1
GIRL,MAKENZIE,2
GIRL,MAKI,1
GIRL,MAKYLA,1
GIRL,MALAKYAH,1
GIRL,MALANI,1
GIRL,MALAYA,1
GIRL,MA'LAYAH,1
GIRL,MALAYSIA,2
GIRL,MALBINA,1
GIRL,MALEAH,5
GIRL,MALIA,3
GIRL,MALIKA,1
GIRL,MALINA,1
GIRL,MALINI,1
GIRL,MALIYA,2
GIRL,MALIYAH,2
GIRL,MALLORY,2
GIRL,MALORIE,1
GIRL,MALU,1
GIRL,MALYIAH,1
GIRL,MANASVI,1
GIRL,MANHA,1
GIRL,MANVI,1
GIRL,MANYU,1
GIRL,MAPLE,1
GIRL,MARA,2
GIRL,MARABELLA,1
GIRL,MARBELLA,2
GIRL,MARCAIL,1
GIRL,MARCELA,2
GIRL,MARCELINE,2
GIRL,MARCELLA,1
GIRL,MARCELLY,1
GIRL,MARCY,1
GIRL,MARELI,1
GIRL,MARELY,1
GIRL,MAREN,1
GIRL,MARGARET,17
GIRL,MARGERY,1
GIRL,MARGO,1
GIRL,MARGOT,11
GIRL,MARIA,17
GIRL,MARIA JOSE,1
GIRL,MARIAH,5
GIRL,MARIALY,1
GIRL,MARIAN,3
GIRL,MARIANA,3
GIRL,MARIANNA,1
GIRL,MARIANNE,1
GIRL,MARIAPAZ,1
GIRL,MARICELA,1
GIRL,MARICELA ISABEL,1
GIRL,MARICELLA,1
GIRL,MARIE,2
GIRL,MARIEANY,1
GIRL,MARIEL,1
GIRL,MARIELA,1
GIRL,MARIELLA,1
GIRL,MARIELLE,2
GIRL,MARIELY,1
GIRL,MARIETTA,1
GIRL,MARIGOLD,2
GIRL,MARILOLY,1
GIRL,NIOMI,1
GIRL,MARILUZ,1
GIRL,MARILY,2
GIRL,MARILYN,5
GIRL,MARIN,2
GIRL,MARINA,1
GIRL,MARION,3
GIRL,MARISELA,1
GIRL,MARISOL,5
GIRL,MARISSA,2
GIRL,MARITA,1
GIRL,MARIYAH,1
GIRL,MARIYAM,2
GIRL,MARKAN,1
GIRL,MARKONJAY,1
GIRL,MARLEEN,2
GIRL,MARLEIGH,1
GIRL,MARLENE,1
GIRL,MARLEY,8
GIRL,MARLI,1
GIRL,MARLIE,1
GIRL,MARLOW,2
GIRL,MARLOWE,4
GIRL,MARLY,2
GIRL,MARNIE,1
GIRL,MARRIE'KAE,1
GIRL,MARTHA,1
GIRL,MARTHA NIANG,1
GIRL,MARTINA,1
GIRL,MARY,11
GIRL,MARY JANE,1
GIRL,MARYAH,1
GIRL,MARYAM,4
GIRL,MARYANN,1
GIRL,MARYANNE,1
GIRL,MARYCARMEN,1
GIRL,MARY-ELYANA,1
GIRL,MARYJANE,3
GIRL,MARYLY,1
GIRL,MASHA,1
GIRL,MASOOMA,1
GIRL,MATILDA,4
GIRL,MATTEO,1
GIRL,MATTIE,1
GIRL,MAUZIE,1
GIRL,MAVIS,2
GIRL,MAXINE,2
GIRL,MAY,1
GIRL,MAYA,17
GIRL,MAYAH,1
GIRL,MAYAN,1
GIRL,MAYANKA,1
GIRL,MAYELI,1
GIRL,MAYLANI,1
GIRL,MAYLEE,3
GIRL,MAYLIN,2
GIRL,MAYRA,1
GIRL,MAYRANI,1
GIRL,MAYSIE,1
GIRL,OPAL,3
GIRL,MAYSON,1
GIRL,MAYTTE,1
GIRL,MAZY,1
GIRL,MCKENNA,2
GIRL,MCKENZIE,3
GIRL,MCKINLEE,1
GIRL,MCKINLEY,4
GIRL,MEADOW,4
GIRL,MEAGAN,1
GIRL,MEDHA,1
GIRL,MEELAH,1
GIRL,MEENAKSHI,1
GIRL,MEERA,1
GIRL,MEGAN,2
GIRL,MEGHANA,1
GIRL,MEILANIA,1
GIRL,MEIRADIKI,1
GIRL,MEI-SHIUNG,1
GIRL,MEKLITE,1
GIRL,MELADIE,1
GIRL,MELANI,1
GIRL,MELANIA,2
GIRL,MELANIE,17
GIRL,MELANNIE,1
GIRL,MELANY,4
GIRL,MELINA,4
GIRL,MELINAH,1
GIRL,MELINDA,1
GIRL,MELISSA,5
GIRL,MELITTA,1
GIRL,MELODI,1
GIRL,MELODY,11
GIRL,MENA,1
GIRL,MERARI,1
GIRL,MERCY,1
GIRL,MEREDITH,4
GIRL,MERIA,1
GIRL,MERIDA,1
GIRL,MERIGOLD-BEA,1
GIRL,MERIT,1
GIRL,MERONA,1
GIRL,MERRICK,1
GIRL,MERRIT,1
GIRL,MERRITT,2
GIRL,MERRIWEATHER,1
GIRL,MERYL,1
GIRL,METASEBIA,1
GIRL,MEYRILIN,1
GIRL,MEYRIN,1
GIRL,MIA,81
GIRL,MIA ISABELLA,1
GIRL,MIA RENATA,1
GIRL,MIA YARETZI,1
GIRL,MIABELLA,1
GIRL,MIAH,1
GIRL,MICAELA,3
GIRL,MICAH,4
GIRL,MICHAEL,1
GIRL,MI'CHAEL,1
GIRL,MICHAELA,3
GIRL,MICHELLE,10
GIRL,MIELA,1
GIRL,MIESHA GIN,1
GIRL,MIHIRA,1
GIRL,MIKA,2
GIRL,MIKAELA,3
GIRL,MI'KAELA,1
GIRL,MIKAELLA,1
GIRL,MIKAH,1
GIRL,MIKAYELA,1
GIRL,MIKAYLAH,1
GIRL,MIKENZIE,1
GIRL,MI'KLEY,1
GIRL,MILA,30
GIRL,MILAGRO,1
GIRL,MILAGROS,3
GIRL,MILAH,3
GIRL,MILAN,1
GIRL,MILANA,1
GIRL,MILANI,4
GIRL,MILANIA,2
GIRL,MILENA,1
GIRL,MILLER,1
GIRL,MILLICENT,1
GIRL,MILLIE,4
GIRL,MILLIONI,1
GIRL,MILLY,1
GIRL,MINA,4
GIRL,MINA SCARLET,1
GIRL,MINDY,1
GIRL,MINERVA,1
GIRL,MINH-THU,1
GIRL,MINNIE,1
GIRL,MIRA,6
GIRL,MIRABEL,1
GIRL,MIRABELLE,1
GIRL,MIRACLE,3
GIRL,MIRAE,1
GIRL,MIRANDA,8
GIRL,MIRIAM,1
GIRL,MIRIAN,1
GIRL,MIROSLAVA,1
GIRL,MIRTHIKA,1
GIRL,MIRVAT,1
GIRL,MISCHA,1
GIRL,MISHKA,2
GIRL,MISK,1
GIRL,MISTY,2
GIRL,MITCHLIANY,1
GIRL,MITHRA,1
GIRL,MIYA,1
GIRL,MOCHA,1
GIRL,MOHAMMADI,1
GIRL,MOKSHASRI,1
GIRL,MOLLY,9
GIRL,MONA,1
GIRL,MONA SKYLA,1
GIRL,MONET,1
GIRL,MONICA,5
GIRL,MONIQUE,1
GIRL,MONROE,3
GIRL,MONSERRAT,4
GIRL,MONSERRATH,2
GIRL,MONTSERRAT,6
GIRL,MONZERRAT,2
GIRL,MOON,3
GIRL,MORGAN,7
GIRL,MUKTHA SREE,1
GIRL,MULAN,1
GIRL,MURPHY,1
GIRL,MUSKA,1
GIRL,MUTHONI,1
GIRL,MYA,4
GIRL,MYAH,1
GIRL,MYASIA,1
GIRL,MYKA,1
GIRL,MYKAYLA,1
GIRL,MY'KAYLAH,1
GIRL,MYLA,2
GIRL,MYLAH,1
GIRL,MYLENE,1
GIRL,MYLYNN,1
GIRL,MYRA,5
GIRL,MYRICLE,2
GIRL,NAAVA,1
GIRL,NADELYNN,1
GIRL,NADIA,6
GIRL,NADIYA,1
GIRL,NAFISA,1
GIRL,NAHIA,1
GIRL,NAHLA,2
GIRL,NAHOMY,1
GIRL,NAIA,2
GIRL,NAILAH,2
GIRL,NAIMA,1
GIRL,NAIMAH,1
GIRL,NAINA,1
GIRL,NAIOMI,1
GIRL,NAIRA,1
GIRL,NAISHA,1
GIRL,NAIVI,1
GIRL,NAJA,1
GIRL,NALANI,1
GIRL,NAMI LEE,1
GIRL,NANCY,2
GIRL,NAOMI,17
GIRL,NARAYANA,1
GIRL,NARIAH,1
GIRL,NASREEN,1
GIRL,NASTASHA,1
GIRL,NATALEE,1
GIRL,NATALI,1
GIRL,NATALIA,22
GIRL,NATALIE,28
GIRL,NATALY,3
GIRL,NATALYA,1
GIRL,NATASIA,1
GIRL,NATHALI,1
GIRL,NATHALIA,6
GIRL,NATHALIE,3
GIRL,NATHALY,1
GIRL,NAVA,1
GIRL,NAVAEH,1
GIRL,NAVEAH,2
GIRL,NAVY,3
GIRL,NAVYA,3
GIRL,NAYA,4
GIRL,NAYDALEE,1
GIRL,NAYDELINE,1
GIRL,NAYELI,8
GIRL,NAYELIE,1
GIRL,NAYELY,1
GIRL,NAYLA,1
GIRL,NAYOMI,1
GIRL,NAYRA,1
GIRL,NAYSA,1
GIRL,NAZLI,1
GIRL,NA'ZYIA,1
GIRL,NEA,1
GIRL,NE'AHMYIAH,1
GIRL,NEELA,1
GIRL,NEELUFAR,1
GIRL,NEELY,1
GIRL,NEENAH,1
GIRL,NEFERTARY,1
GIRL,NEHMAYA,1
GIRL,NEKO,1
GIRL,NELDA,1
GIRL,NELLY,1
GIRL,NELSON,1
GIRL,NEPTUNE,1
GIRL,NERY,1
GIRL,NETTIE,1
GIRL,NEVAEH,14
GIRL,NEVAEHA,1
GIRL,NEVEAH,3
GIRL,NGUM,1
GIRL,NHI,1
GIRL,NIA,2
GIRL,NIAYESH,1
GIRL,NICHOLE,1
GIRL,NICO,2
GIRL,NICOLE,9
GIRL,NICOLETTE,1
GIRL,NICOLLE,2
GIRL,NIHARIKA,2
GIRL,NIHIRA,1
GIRL,NIKE ALESSANDRA,1
GIRL,NIKHITA,1
GIRL,NIKKI,1
GIRL,NILUFER,1
GIRL,NIMALI,1
GIRL,NIMERAH,1
GIRL,NINA,3
GIRL,NINCYE,1
GIRL,NINOSKA,1
GIRL,NIRALI,1
GIRL,NITYA,1
GIRL,NIVA,2
GIRL,NIYA,4
GIRL,NIYADHI,1
GIRL,NIYAH,1
GIRL,NOA,4
GIRL,NOAH,2
GIRL,NOAMY,1
GIRL,NOBELINA,1
GIRL,NOELIA,3
GIRL,NOELLE,6
GIRL,NOEMI,2
GIRL,NOEMY,2
GIRL,NOHEMI,1
GIRL,NOLINA,1
GIRL,NOOR,1
GIRL,NOORA,1
GIRL,NORA,19
GIRL,NORAH,11
GIRL,NORI,1
GIRL,NORIAH,1
GIRL,NORIANA,1
GIRL,NOUR,1
GIRL,NOURA,2
GIRL,NOVA,16
GIRL,NOVALEE,2
GIRL,NUANI,1
GIRL,NURA,1
GIRL,NYAH,1
GIRL,NYENTY,1
GIRL,NYILAYAH,1
GIRL,NYINX,1
GIRL,NYLA,10
GIRL,NYLAH,2
GIRL,OAKLEY,1
GIRL,OAKLIE,1
GIRL,OCTAVIA,1
GIRL,ODA,1
GIRL,ODALYS,2
GIRL,ODIA,1
GIRL,OFELIA,1
GIRL,OLAMAIE,1
GIRL,OLIMPIA,1
GIRL,OLINA,1
GIRL,OLIVE,14
GIRL,OLIVIA,84
GIRL,OLLIANA,1
GIRL,OLLIE,1
GIRL,OLUOMACHUKWU,1
GIRL,OLYMPIA,1
GIRL,OLYVIA,1
GIRL,OMAI,1
GIRL,OMOTORE,1
GIRL,OMUNIQUE,1
GIRL,ONA,1
GIRL,ONDINE,1
GIRL,ONYX,1
GIRL,OONAGH,1
GIRL,OONIE,1
GIRL,OPHELIA,5
GIRL,ORCHID,1
GIRL,OREE,1
GIRL,ORION,1
GIRL,ORLEE,1
GIRL,OTTILIE,1
GIRL,OWEN,1
GIRL,OWYNN,1
GIRL,PAAVI,1
GIRL,PAIGE,10
GIRL,PAILEIGH,1
GIRL,PAISLEE,1
GIRL,PAISLEY,10
GIRL,PAIZLEY,1
GIRL,PALMER,1
GIRL,PALOMA,2
GIRL,PAMELA,3
GIRL,PAOLA,6
GIRL,PARIDHI,1
GIRL,PARIS,3
GIRL,PARKER,7
GIRL,PATRICIA,2
GIRL,PATUM,1
GIRL,PAULA,3
GIRL,PAULINA,2
GIRL,PAYTON,4
GIRL,PEARL,6
GIRL,PEGGY,1
GIRL,PEIGHTON,1
GIRL,PENELOPE,51
GIRL,PENLEY,1
GIRL,PENNEY,1
GIRL,PENNY,2
GIRL,PEPPER,2
GIRL,PERLA,5
GIRL,PERRIE,1
GIRL,PERRY,1
GIRL,PERSEPHONE,3
GIRL,PERUDA,1
GIRL,PETRA,3
GIRL,PEYTON,8
GIRL,PHILOMENA,1
GIRL,PHOEBE,7
GIRL,PHOENIX,5
GIRL,PHOENYX,1
GIRL,PHUONG AN,1
GIRL,PIERCE,2
GIRL,PILAR,1
GIRL,PINA,1
GIRL,PIPER,12
GIRL,POLINA,1
GIRL,POPPY,5
GIRL,POSEY,1
GIRL,PRAANVI,1
GIRL,PRAJNA,1
GIRL,PRANITHI,1
GIRL,PRASIDDHI,1
GIRL,PRESELY,1
GIRL,PRESLEE,1
GIRL,PRESLEE-LOUISE,1
GIRL,PRESLEY,9
GIRL,PRIMROSE,1
GIRL,PRINCESS,3
GIRL,PRINCESS PLETHORA,1
GIRL,PRISCA,1
GIRL,PRISCILLA,5
GIRL,PRISHA,1
GIRL,PRIYA,2
GIRL,PRIYANKA,1
GIRL,PROMISE,1
GIRL,PRUDENCE,1
GIRL,PUSHTI,1
GIRL,PYNLIE-JEANE,1
GIRL,QI,1
GIRL,QIWEI,1
GIRL,QUEEN XZARIA,1
GIRL,QUINCEE,1
GIRL,QUINCEY,1
GIRL,QUINN,23
GIRL,QUINZEL,1
GIRL,RACHEL,4
GIRL,RAE,2
GIRL,RAEDEN,2
GIRL,RAEESHA,1
GIRL,RAEGAN,4
GIRL,RAELYN,3
GIRL,RAELYNN,4
GIRL,RAENA,1
GIRL,RAEVYN,1
GIRL,RAFEEF,1
GIRL,RAHI,1
GIRL,RAHNYIA,1
GIRL,RAIDEN,1
GIRL,RAIN,1
GIRL,RAINA,4
GIRL,RAINEY,3
GIRL,RALEIGH,1
GIRL,RAMONA,5
GIRL,RAMONI,1
GIRL,RAMSEY,1
GIRL,RANIYA,1
GIRL,RA'NIYAH,1
GIRL,RAQUELINA,1
GIRL,RAYNA,2
GIRL,RAYNE,1
GIRL,REAGAN,13
GIRL,REAGEN,1
GIRL,REAGHAN,1
GIRL,REALAN,1
GIRL,REBECA,2
GIRL,REBECCA,7
GIRL,REBEKAH,2
GIRL,REBEL,1
GIRL,REDDING,1
GIRL,REEANNA,1
GIRL,REESE,11
GIRL,REEVA,2
GIRL,REGINA,4
GIRL,REHANA,1
GIRL,REI,2
GIRL,REIANNA,1
GIRL,REIGHEIN,1
GIRL,REIGN,2
GIRL,REIGNA,1
GIRL,REILEIGH,1
GIRL,REILLY,2
GIRL,REINA,1
GIRL,REMAS,1
GIRL,REMI,3
GIRL,REMINGTON,2
GIRL,REMY,4
GIRL,REN,1
GIRL,RENAD,1
GIRL,RENATA,5
GIRL,RENATTA,1
GIRL,RENE,1
GIRL,RENEE,1
GIRL,RENESME,1
GIRL,RENESMEE,2
GIRL,RENEZMAE,1
GIRL,RENEZMEE,1
GIRL,RENNESME,1
GIRL,RETHANYA,1
GIRL,REVA,2
GIRL,REYA,1
GIRL,REYANSHI,1
GIRL,REYN,1
GIRL,REYNA,2
GIRL,REYNNA,1
GIRL,REYONA,1
GIRL,RHEA,1
GIRL,RHEMA,1
GIRL,RHEY,1
GIRL,RHIANNON,1
GIRL,RHYAN,1
GIRL,RHYLEE MAE,1
GIRL,RHYLIE,1
GIRL,RHYSSE,1
GIRL,RIA,1
GIRL,RIAN,1
GIRL,RIANA,1
GIRL,RICHA,1
GIRL,RIDDHI,1
GIRL,RIDHI,1
GIRL,RILEY,24
GIRL,RIPLEY,1
GIRL,RISHIKA,1
GIRL,RITI,1
GIRL,RIVER,7
GIRL,RIVKA,1
GIRL,RIVKAH,1
GIRL,RIYA,2
GIRL,ROBERTA,1
GIRL,ROBIN,3
GIRL,ROBYN,2
GIRL,ROCHELLYE,1
GIRL,ROCIO,1
GIRL,RODAS,1
GIRL,ROE,1
GIRL,ROMA SKANDA,1
GIRL,ROMINA,1
GIRL,ROMY,1
GIRL,ROONEY,1
GIRL,ROREY,1
GIRL,RORY,4
GIRL,ROSALIA,1
GIRL,ROSALIE,6
GIRL,ROSALINA,1
GIRL,ROSALIND,3
GIRL,ROSALINDA,1
GIRL,ROSALINE,1
GIRL,ROSALYN,2
GIRL,ROSAMUND,1
GIRL,ROSANA,1
GIRL,ROSE,14
GIRL,ROSELEIDI,1
GIRL,ROSELYN,2
GIRL,ROSELYNN,3
GIRL,ROSEMARY,2
GIRL,ROSHNEE,1
GIRL,ROSHNI,1
GIRL,ROSIE,1
GIRL,ROSITA,1
GIRL,ROSY,1
GIRL,ROUDINA,1
GIRL,ROWAN,11
GIRL,ROXANA,1
GIRL,ROXANNA,1
GIRL,ROXANNE,1
GIRL,ROXY,1
GIRL,ROYAL,1
GIRL,ROYALTY,1
GIRL,RUARI,1
GIRL,RUBI,1
GIRL,RUBIE,1
GIRL,RUBII,1
GIRL,RUBY,27
GIRL,RUFAIDA,1
GIRL,RUMI,3
GIRL,RUMINA,1
GIRL,RUQAYYA,1
GIRL,RUSHIKA,1
GIRL,RUTH,4
GIRL,RUTHIE,1
GIRL,RUTHILA,1
GIRL,RYAHN,1
GIRL,RYAN,8
GIRL,RYANE,1
GIRL,RYANN,3
GIRL,RYEN ISABELLA,1
GIRL,RYKER,1
GIRL,RYLEE,10
GIRL,RYLEIGH,5
GIRL,RYLEIGH-ANNE,1
GIRL,RYLEIGH-LYNN,1
GIRL,RYLEY,1
GIRL,RYLIE,1
GIRL,SAADHIKA,1
GIRL,SAANVI,4
GIRL,SAANVIKA,1
GIRL,SAARA,1
GIRL,SABINE,2
GIRL,SABRAH,1
GIRL,SABRINA,5
GIRL,SACHA,1
GIRL,SADDAT,1
GIRL,SADIE,18
GIRL,SAFIYA,1
GIRL,SAGE,7
GIRL,SAHANA,2
GIRL,SAHAR,1
GIRL,SAHASRA,1
GIRL,SAIDATOU,1
GIRL,SAIDY,1
GIRL,SAIGE,2
GIRL,SAILEM,1
GIRL,SAIMA,1
GIRL,SAIRA,1
GIRL,SAISHA,1
GIRL,SAKEENAH,1
GIRL,SAKINA,1
GIRL,SALEM,1
GIRL,SALENA,1
GIRL,SALLIE,1
GIRL,SALLY,1
GIRL,SALMA,2
GIRL,SALMAH,1
GIRL,SALOMEH,1
GIRL,SAM,1
GIRL,SAMA,1
GIRL,SAMAIRA,1
GIRL,SAMANTHA,33
GIRL,SAMANTHA  LAUREN,1
GIRL,SAMARA,5
GIRL,SA'MARIYAH,1
GIRL,SAMI,1
GIRL,SAMIIRA LAREINA,1
GIRL,SAMIRA,1
GIRL,SAMIYAH,1
GIRL,SAM-MANTHA,1
GIRL,SANA,1
GIRL,SANAA,1
GIRL,SANAH,1
GIRL,SANAIA,1
GIRL,SANAYA,2
GIRL,SANDRA,1
GIRL,SANDY,1
GIRL,SANIA,1
GIRL,SANIYAH,2
GIRL,SANTANA,2
GIRL,SANVIKA,1
GIRL,SANYA,1
GIRL,SAOIRSE,2
GIRL,SAPHIRA,1
GIRL,SAPPHIRA,1
GIRL,SARA,13
GIRL,SARA REDDY,1
GIRL,SARAH,26
GIRL,SARALEY,1
GIRL,SARAY,1
GIRL,SARAYU,1
GIRL,SARGUN,1
GIRL,SARIAH,1
GIRL,SA'RIAH,1
GIRL,SARIANA,1
GIRL,SARINA,1
GIRL,SARIYAH,1
GIRL,SARVIKA,1
GIRL,SASHA,4
GIRL,SATYA ASMI,1
GIRL,SATYASRI PRAJNA,1
GIRL,SAVANI,1
GIRL,SAVANNA,4
GIRL,SAVANNAH,24
GIRL,SAVANNAH-JANE,1
GIRL,SAVEAH,1
GIRL,SAVI,1
GIRL,SAVONA,1
GIRL,SAVVY,1
GIRL,SAWYER,6
GIRL,SAWYER GRACE,1
GIRL,SAYLER,1
GIRL,SAYLOR,7
GIRL,SCARLET,4
GIRL,SCARLETH,1
GIRL,SCARLETT,46
GIRL,SCEPTER,1
GIRL,SCOTTIE,1
GIRL,SCOUT,4
GIRL,SEDNA,1
GIRL,SEDONA,1
GIRL,SEIN,1
GIRL,SELAH,3
GIRL,SELENA,7
GIRL,SELENE,2
GIRL,SELENY,1
GIRL,SELINA,1
GIRL,SEMAJ,1
GIRL,SERAFINA,1
GIRL,SEREN,1
GIRL,SERENA,8
GIRL,SERENITY,12
GIRL,SEVANNA,1
GIRL,SEYNA,1
GIRL,SHAILJA,1
GIRL,SHAIRA,1
GIRL,SHALOM,1
GIRL,SHA'LYNN,1
GIRL,SHANAYA,3
GIRL,SHA'NAYIA,1
GIRL,SHANIA,1
GIRL,SHANKERI,1
GIRL,SHANNA,1
GIRL,SHANNON,1
GIRL,ZAIRE,1
GIRL,SHANVI,1
GIRL,SHANZE,1
GIRL,SHAR,1
GIRL,SHAURYAA,1
GIRL,SHAYLA,2
GIRL,SHAYNA,1
GIRL,SHAYNE,1
GIRL,SHEELI,1
GIRL,SHELBY,2
GIRL,SHERLYN,2
GIRL,SHEYLIN,1
GIRL,SHIANE,1
GIRL,SHILOH,6
GIRL,SHIPHRAH,1
GIRL,SHIRIN,1
GIRL,SHIRLEY,1
GIRL,SHIVANI,1
GIRL,SHRADDHA,1
GIRL,SHREENIKA,1
GIRL,SHREYA,1
GIRL,SHRIKA,1
GIRL,SHRINIKA,1
GIRL,SHRINITHI,1
GIRL,SHRIYA,1
GIRL,SHU-MANN,1
GIRL,SHUVA,1
GIRL,SIARA,1
GIRL,SIAYA,1
GIRL,SIENA,1
GIRL,SIENNA,9
GIRL,SIERRA,1
GIRL,SILOAM,1
GIRL,SILVANA,1
GIRL,SIMONE,9
GIRL,SIMRA,1
GIRL,SIMREET,1
GIRL,SINCERE,1
GIRL,SITARA,1
GIRL,SKYE,7
GIRL,SKYLA,2
GIRL,SKYLAH,1
GIRL,SKYLAR,12
GIRL,SKYLER,1
GIRL,SKYRAH,1
GIRL,SLOAN,5
GIRL,SLOANE,10
GIRL,SMAYA,2
GIRL,SOFIA,51
GIRL,SOFIE,1
GIRL,SOL,1
GIRL,SOLANA,1
GIRL,SOLEDAD,1
GIRL,SOLEIL,2
GIRL,SOLEMAR,1
GIRL,SONA,1
GIRL,SONJA,1
GIRL,SONJDRA,1
GIRL,SONORA,1
GIRL,SOPHIA,75
GIRL,SOPHIE,22
GIRL,SOPHYIAH,1
GIRL,SORANA,1
GIRL,SORAYA,1
GIRL,SOREN,1
GIRL,SOSENA,1
GIRL,SOTERA,1
GIRL,SPRING,1
GIRL,SRI CHARANI,1
GIRL,SRIKRUTHI,1
GIRL,SRIVAISHNAVI,1
GIRL,SRIYANI,1
GIRL,STACEY,1
GIRL,STACY,4
GIRL,STARLA,1
GIRL,STASSNEY,1
GIRL,STELLA,30
GIRL,STEPHANIE,6
GIRL,STEPHANY,2
GIRL,STERLING,2
GIRL,STEVIE,6
GIRL,STEVIE RAE,1
GIRL,STHEFANY,1
GIRL,STORIE,1
GIRL,STORM,1
GIRL,STORMY,2
GIRL,ST'VAIYAH,1
GIRL,SUHANA,1
GIRL,SULA,1
GIRL,SUMARAH,1
GIRL,SUMEYRA,1
GIRL,SUMMER,6
GIRL,SUMMER-RAIN,1
GIRL,SUNNY,3
GIRL,SURAYYA,1
GIRL,SUREYNAH,1
GIRL,SURI,1
GIRL,SUSAN,2
GIRL,SUSANNA,1
GIRL,SUTTON,1
GIRL,SUZANNE,1
GIRL,SWARA,4
GIRL,SYDNEY,11
GIRL,SYDNIE,1
GIRL,SYEDA,1
